Name,Position,Years,Height,Weight,Games,Minutes,Points,Rebounds,Assists,Steals,Blocks,Turnovers,Fouls,Draft_Status
LaceDarius Dunn,Guard,4,76,200,31.75,29.8189,17.2756,4.38583,1.33071,1.12598,0.141732,2.33858,2.59843,0
Mitch Albers,Guard,1,76,195,29,30.5862,18.3448,3.24138,3.13793,1,0.517241,1.89655,2.44828,0
Kenyatta Smith,Center,4,80,250,15.25,11.7869,4.32787,3,0.196721,0.229508,1.44262,1.06557,1.72131,0
Emmanuel Jones,Forward,2,79,215,21,25.6905,14,6.38095,0.857143,0.595238,0.785714,1.97619,2.04762,0
Nino Johnson,Forward,4,81,245,29.75,23.1345,8.30252,6.13445,0.983193,0.840336,1.51261,1.7395,2.5042,0
Kellen Thornton,Forward,4,80,243,16.8571,18.7288,8.12712,4.52542,0.542373,0.516949,0.381356,1.20339,2.00847,0
Brandon Young,Guard,4,76,192,31.5,31.8016,15.0714,3.15873,4.13492,1.49206,0.15873,2.79365,1.65873,0
Le'Bryan Nash,Guard,4,79,235,31.5,30.6349,14.5952,5.07143,1.72222,0.626984,0.579365,2.55556,2.96825,0
Dwight Powell,Forward,4,83,234,34,26.2426,10.7721,6.25,1.75735,0.911765,0.867647,2.07353,2.86765,1
John Garcia,Center,4,81,270,24.5,19.3878,5.60204,5.33673,0.397959,0.44898,1.40816,0.806122,2.63265,0
Mike Martin,Guard,2,73,190,19,28.3947,9.44737,3.31579,3.65789,1.65789,0.0789474,2.76316,2.84211,0
Troy Franklin,Guard,3,71,160,24.3333,25.3836,8.9726,2.36986,3.68493,1.68493,0.0547945,2.89041,2.86301,0
Joe Crawford,Guard,2,77,211,30,33.3833,16.1,3.88333,2.33333,0.683333,0.233333,2.3,2.28333,1
Quincy Smith,Guard,3,73,180,33.3333,20.12,5.85,2.38,1.99,1.26,0.1,1.34,2,0
Robin Lopez,Center,2,84,255,29.5,24.5593,8.88136,5.47458,0.762712,0.322034,2.30508,1.62712,2.45763,1
Demarcus Daniels,Forward,3,79,195,32.3333,23.0515,9.34021,4.97938,1.05155,0.556701,1.50515,1.12371,2.72165,0
Stefan Moody,Guard,3,70,179,31.3333,31.0213,18.6064,3.58511,2.95745,1.31915,0.159574,2.94681,2.35106,0
Chris Cooper,Forward,4,81,230,30.5,16.8115,5.02459,5.13115,0.516393,0.327869,0.663934,1,2.21311,0
Alex Ruoff,Guard,3,78,200,33,33.8687,13.0707,3.51515,3.91919,1.64646,0.414141,1.92929,2.24242,0
Dominic Artis,Guard,4,75,190,29.5,28.1441,10.2966,4.1017,4.25424,1.38136,0.186441,2.27966,2,0
Devon Lamb,Guard,2,74,195,32.5,27.2154,10.8923,8.06154,1.64615,1.63077,0.507692,1.36923,1.92308,0
Steve McClellan,Forward,4,79,250,22.4,22.7857,6.4375,6.10714,0.607143,0.401786,0.410714,1.33929,3.20536,0
Phil Forte III,Guard,5,71,195,27,29.0815,12.9333,1.97037,1.31852,1.21481,0.037037,0.977778,1.31852,0
Jeremy Lin,Guard,4,75,200,21,29.4095,13.0095,4.29524,3.54286,1.91429,0.647619,2.94286,2.90476,0
Amin Stevens,Forward,3,78,215,28,25.0357,11.5476,6.80952,1.04762,1,0.702381,2.15476,1.79762,0
J.P. Primm,Guard,4,73,195,32.5,31.1308,12.9923,3.53077,4.66923,1.90769,0.0769231,3.02308,2.66923,0
Tahjere McCall,Guard,4,77,195,29.25,26.0427,10.0256,4.10256,3.10256,1.88034,0.273504,2.75214,2.90598,0
Liam Potter,Center,3,84,255,14.2,18.2394,5.95775,4.84507,0.492958,0.225352,1.22535,1.64789,2.53521,0
TaShawn Thomas,Forward,4,80,240,32.75,30.542,13.687,8.09924,1.72519,0.931298,2.00763,1.96947,2.07634,0
Kris Clark,Guard,2,75,185,31,27.9355,4.75806,1.80645,5.35484,0.951613,0.0806452,2.25806,1.98387,0
John Bryant,Center,2,83,329,28.5,29.4912,17.7368,12.1579,0.912281,0.473684,2.52632,2.68421,2.80702,0
Dylon Cormier,Guard,4,75,184,28.75,31.8522,14.4261,4.06957,1.82609,1.6087,0.217391,1.58261,2.10435,0
Jarvis Summers,Guard,4,75,186,33.5,28.7537,12.1567,2.11194,3.9403,0.88806,0.171642,2.17164,2.53731,0
Durell Vinson,Forward,1,78,210,14,31.3571,13.4286,11.7857,1.17857,0.964286,1.25,3.28571,3.17857,0
Julius Wells,Forward,4,77,205,27.25,32.6514,12.3303,4.99083,1.87156,0.761468,0.12844,2.3211,2.29358,0
Ben Smith,Guard,4,70,165,29.75,35.9664,15.916,3.36975,4.05042,1.80672,0.109244,2.41176,1.60504,0
Charlon Kloof,Guard,3,75,195,31.3333,26.6596,7.98936,2.51064,3.29787,0.957447,0.308511,1.84043,2.7766,0
Verdell Jones III,Guard,4,77,195,28.5,28.3596,11.6579,3.34211,3.36842,0.824561,0.377193,2.96491,2,0
Adama Adams,Guard,2,73,180,27.5,26.6,9.21818,2.34545,2.69091,0.654545,0.127273,2.98182,2.63636,0
Cameron Tyler,Guard,2,72,205,19,34.193,13.9298,3.85965,5.31579,0.807018,0.0877193,4.08772,2.17544,0
Bennett Davis,Forward,1,81,220,14.5,34.3103,15.0345,6.82759,2.27586,0.827586,2.2069,2.62069,2.41379,0
Marvin Kilgore,Guard,2,75,190,28,28.3214,10.625,3.64286,4.19643,0.875,0.267857,2.44643,3.08929,0
Steffan Johnson,Guard,3,73,180,17.4,29.6437,11.0345,2.71264,3.83908,1.31034,0.241379,2.66667,1.14943,0
Jesse Sanders,Guard,4,75,200,31.25,32.456,9.64,6.4,5.696,1.216,0.144,2.704,2.32,0
Tray Woodall,Guard,4,72,190,32.25,25.0543,8.45736,2.53488,4.36434,0.852713,0.139535,2.09302,2.24806,0
Joseph Harris,Forward,4,77,180,23.25,30.2581,12.7204,9.47312,1.6129,1.67742,1.09677,1.98925,2.5914,0
Kareem Maddox,Forward,4,80,230,24.75,21.697,8.14141,4.38384,1.35354,0.626263,1.0404,1.44444,1.47475,0
Sean Singletary,Guard,2,72,185,30.5,33.541,19.1148,4.21311,5.34426,1.5082,0.0327869,3.42623,2.57377,1
Will Whittington,Forward,1,75,180,15.5,37.5161,17.5484,3.3871,1.64516,1,0.129032,1.77419,2.3871,0
Cameron Forte,Forward,3,79,220,23.5,16.9894,8.84043,4.69149,1.3617,0.489362,0.308511,1.58511,1.05319,0
D.J. Cole,Guard,4,71,180,30,25.5917,6.69167,2.375,3.475,1.10833,0.075,1.89167,1.65833,0
Jason Love,Forward,4,81,265,29.25,19.8632,7.2735,5.88889,0.512821,0.316239,1.05128,1.19658,2.30769,0
Chehales Tapscott,Forward,2,77,215,28,30.5714,13.1071,8.78571,1.875,1.44643,1.10714,2.19643,2.51786,0
Jaycee Carroll,Guard,2,74,175,31,36.8387,21.9032,6.12903,2,0.967742,0.209677,2.35484,1.95161,0
Jay Couisnard,Forward,4,78,205,22.8,24.386,9.25439,3.37719,1.41228,0.903509,0.315789,1.89474,2.84211,0
Dane Bradshaw,Guard,1,76,205,16,27.75,5.5,4,4.84375,1.875,0.3125,1.71875,2.375,0
Josh Davis,Forward,3,80,215,24.25,27.1649,10.7629,7.34021,1.51546,0.670103,0.742268,1.87629,1.81443,0
Carrick Felix,Forward,3,78,196,31.3333,27.9362,10.1596,4.78723,1.32979,1.02128,0.787234,1.7234,2.38298,1
Josh Davis,Forward,1,80,215,34,29.5,7.73529,10.0588,0.852941,1.02941,0.470588,1.38235,2.02941,0
Cedric Kuakumensah,Forward,4,81,245,28.75,27.2609,10.2696,7.89565,1.03478,0.382609,2.70435,2,3.03478,0
Jordan Baker,Guard,2,76,185,29.5,28.7797,10.1864,3.47458,2.79661,1.0339,0.271186,3.0678,2.49153,0
Ryan Pearson,Forward,4,78,237,31.25,26.992,12.792,6.336,1.224,1.008,0.448,1.792,2.44,0
Julian Norfleet,Guard,4,74,165,31.5,33.1349,12.754,3,3.35714,1.21429,0.31746,2.21429,2.10317,0
Adam Woodbury,Center,4,85,245,34.5,19.5942,6.16667,5.50725,0.782609,0.492754,0.514493,1.25362,2.57246,0
Jernard Jarreau,Forward,4,82,235,18,18.1528,4.77778,3.88889,0.847222,0.486111,0.791667,1.25,2.13889,0
Shane McLaughlin,Guard,4,73,185,31.25,26.504,5.032,2.52,3.488,0.792,0.016,1.992,1.608,0
Marcus Becker,Guard,1,74,180,13,36.0385,5.76923,2.96154,3.19231,2.03846,0.115385,2.07692,2.19231,0
Quincy Pondexter,Forward,4,78,225,26.2,27.4046,13.1679,5.59542,1.70229,0.778626,0.328244,1.91603,2.55725,1
Roosevelt Johnson,Forward,4,78,225,25.75,18.7379,8.00971,5.8932,0.650485,0.699029,0.621359,1.8932,2.68932,0
Chris McCullough,Forward,1,83,200,16,28.125,9.3125,6.9375,1.125,1.6875,2.0625,2.1875,2.4375,1
Andrew White III,Guard,3,79,210,19.25,19.4935,9.45455,2.71429,0.558442,0.831169,0.220779,0.961039,1.32468,0
Geary Claxton,Guard,2,77,210,20,33.175,16.55,8.025,2.05,1.025,0.7,2.5,3,0
Halil Kanacevic,Forward,4,80,255,25.6,28.9609,9.08594,8.03125,3.17969,0.710938,1.71875,2.67969,3.5,0
Rico Tucker,Guard,2,72,180,24,18.7083,6.9375,1.64583,2.60417,1.52083,0.104167,2.91667,1.45833,0
Len Springs,Forward,2,82,220,23.3333,15.7857,2.38571,4.27143,0.171429,0.171429,1.84286,0.785714,2.18571,0
Glen Davis,Forward,1,81,289,28,35.2857,17.7143,10.5357,2.21429,1.14286,0.964286,2.82143,2.28571,1
Joel Wright,Forward,3,79,225,30.6667,21.75,12.4239,5.28261,1.23913,0.913043,0.554348,2.8913,2.8913,0
Matthew Dellavedova,Guard,4,76,190,34,36.3529,14.2132,3.44853,5.64706,1.10294,0.0514706,2.51471,1.94118,0
Milton Burton,Guard,2,77,175,29,33.6034,10.2759,4.27586,2.18966,1.62069,0.465517,1.63793,2.63793,0
Nick Thompson,Forward,2,81,208,24.5,26.8776,8.04082,6.28571,3.18367,0.816327,0.0816327,2.67347,1.63265,0
Mikael Hopkins,Forward,4,81,239,32,17.7578,4.91406,3.76562,1.01562,0.648438,1.14844,1.53906,2.69531,0
Jabari Parker,Forward,1,80,235,35,30.6571,19.1429,8.74286,1.17143,1.05714,1.22857,2.31429,2.34286,1
Damian Martin,Guard,1,74,200,14,30.3214,5.42857,5.10714,3.10714,2.07143,0.392857,2.17857,2.53571,0
Marcus Dove,Forward,2,81,215,29.5,31.661,6.88136,5.22034,1.20339,1.47458,1.11864,1.74576,2.79661,0
Michael McConathy,Guard,4,69,160,28.75,19.3217,4.75652,1.06087,3.09565,1.16522,0.0173913,2.61739,2.73913,0
Ben Hansbrough,Guard,4,75,203,25.6,32.1875,12.0938,3.60156,3.71094,1.07812,0.078125,1.94531,2.21875,0
Mark Gray,Forward,1,79,0,29,27,10.4828,5.89655,0.689655,0.448276,0.310345,2.89655,2.37931,0
Patty Mills,Guard,2,72,185,26.5,33.1132,16.3208,2.24528,3.54717,1.81132,0.132075,2.77358,1.66038,0
Klay Thompson,Guard,3,79,205,32.3333,34.5155,18,4.87629,2.6701,1.34021,0.762887,2.97938,2.47423,1
Georges Niang,Forward,4,80,230,34.5,29.7826,16.1449,5.17391,3.05072,0.666667,0.485507,2.30435,3.05797,1
Ben Drayton III,Guard,4,70,175,29.75,30.2689,12.3697,2.55462,3.13445,1.46218,0.0252101,2.46218,2.06723,0
Jarelle Reischel,Guard,4,77,210,32,18.25,7.89844,3.4375,1.23438,0.8125,0.179688,1.79688,1.94531,0
Boris Meno,Forward,2,80,215,31.5,22.9524,8.5873,6.53968,0.539683,0.857143,0.857143,1.80952,2.30159,0
Jarvis Varnado,Forward,4,81,230,26.6,25.7368,10.2105,7.72932,0.654135,0.548872,3.96241,1.33835,2.49624,1
Caleb Swanigan,Forward,2,80,250,34.5,29.1884,14.4058,10.4058,2.42029,0.391304,0.521739,3.01449,2.49275,1
Colin Cunningham,Forward,3,78,205,28.3333,22.6824,5.94118,3.37647,2.02353,1.10588,0.188235,1.78824,1.57647,0
Lamont Middleton,Guard,2,75,205,34.5,32.8551,14.7246,4.4058,2.15942,0.985507,0.202899,2.86957,2.27536,0
Hunter Mickelson,Forward,4,82,245,27.25,12.8165,4.07339,2.9633,0.412844,0.53211,1.3945,0.706422,1.84404,0
Josh Wilson,Guard,3,74,180,24.6667,30.8784,9.58108,2.59459,5.12162,0.864865,0.0810811,2.87838,2.16216,0
Armon Johnson,Guard,3,75,195,23.75,32.5053,14.4316,3.55789,4.37895,0.821053,0.263158,2.74737,1.70526,1
Nic Moore,Guard,4,69,170,33.5,32.3657,13.4627,2.33582,4.77612,1.25373,0.0447761,2.35821,2.29104,0
Mike Gesell,Guard,4,74,190,33.5,25.9627,8,2.42537,4.15672,1.19403,0.179104,1.68657,1.88806,0
Jordan Brady,Forward,2,78,0,25.5,25.0196,8.78431,6.70588,1.29412,1.17647,0.54902,1.47059,2.84314,0
Aaron Harwell,Guard,3,71,160,31.3333,18.4468,3.41489,1.84043,2.2766,1.09574,0.0638298,1.74468,2,0
Morris Almond,Guard,1,78,225,14,34.2143,26.3571,6.57143,1.17857,1.07143,0.785714,3.39286,2.25,1
Jerome Hill,Forward,2,77,210,21.3333,24.5781,10.125,6.54688,0.734375,0.640625,0.3125,1.54688,2.5,0
Nick Coppola,Guard,4,71,195,33,36.1212,9.32576,2.92424,4.20455,0.666667,0.0227273,1.91667,1.87879,0
Lamar Sanders,Forward,2,78,245,28,30.4107,12.0714,8.53571,3.01786,1.16071,1.01786,2.625,2.78571,0
Richard Hendrix,Forward,2,81,255,29.5,29.2542,15.8644,9.13559,1.72881,0.881356,1.59322,1.89831,2.9661,1
Connor Atchley,Center,3,82,228,32.3333,21.4021,6.07217,4.17526,0.608247,0.556701,1.62887,0.845361,2.53608,0
Dane Johnson,Guard,4,73,180,28,15.9821,3.75893,2.94643,1.24107,0.410714,0.705357,1.08929,1.58929,0
Ronald Moore,Guard,4,72,156,25.6,33.2031,7.85156,3.71094,6.13281,1.65625,0.109375,2.39844,1.54687,0
Nesho Milosevic,Forward,2,80,213,26,27.1731,10.4808,7.61538,0.730769,0.557692,0.730769,3.15385,3.40385,0
Dominique Elliott,Forward,2,80,260,32,25.9375,10.9531,6.21875,1.375,0.734375,0.34375,2.5625,3.0625,0
Vashil Fernandez,Center,4,82,260,26.2,19.8168,4.67176,5.1374,0.290076,0.351145,2.19847,1,2.56489,0
Leron Fisher,Guard,3,71,160,25.6667,27.5065,9.02597,2.36364,2.62338,1.68831,0.103896,2.11688,1.93507,0
Daniel Coursey,Forward,4,82,220,31.5,18.0635,7.42063,4.18254,0.31746,0.309524,1.61905,1.02381,2.5,0
Jarell Brown,Guard,2,74,168,27,32.6852,17.6852,3.12963,1.72222,1.24074,0.0555556,1.5,1.53704,0
Tanner Plomb,Forward,4,79,204,27.25,22.4679,12.4679,4.45872,1.19266,0.642202,0.275229,1.38532,1.37615,0
Julian Boyd,Forward,4,79,230,16.8333,25.9802,14.4257,8.26733,0.940594,0.752475,0.683168,1.68317,2.82178,0
Thomas Coleman,Center,4,81,220,29.25,27.1111,10.4188,7.74359,1.19658,0.846154,2.36752,2,2.54701,0
Rob McKiver,Guard,2,75,195,30.5,35.8852,21.0984,3.45902,3.14754,1.40984,0.0163934,2.77049,2.01639,0
Gary Forbes,Guard,2,79,220,20.6667,31.1936,15.9032,6.67742,2.72581,1,0.532258,2.75806,2.17742,0
Damon Lynn,Guard,4,71,165,29.25,35.7521,18.3077,2.77778,3.10256,1.55556,0.0683761,2.24786,1.47863,0
Issiah Grayson,Guard,3,71,165,19,27.2632,11.4342,2.13158,4.03947,1.43421,0.0657895,2.78947,2.02632,0
Noah Vonleh,Forward,1,82,240,30,26.4667,11.2667,9,0.6,0.866667,1.36667,2.13333,2.7,1
B.J. Jenkins,Guard,4,72,180,25.2,25.1349,9.0873,2.94444,2.74603,1.4127,0.0873016,1.81746,2,0
Patrick Hazel,Forward,4,78,220,19.8,18.5354,4.19192,4.22222,0.434343,0.343434,1.28283,1.0202,1.9697,0
David Kool,Guard,4,75,208,29.5,31.9576,16.8136,3.63559,2.13559,1.27966,0.0169492,2.22034,1.87288,0
Eric Atkins,Guard,4,74,182,33.25,34.782,10.6842,2.57895,4.42857,1.13534,0.0902256,1.87218,1.92481,0
DeJuan Blair,Forward,2,79,265,32.5,27.2615,13.6615,10.7385,1.09231,1.52308,1.09231,1.63077,2.93846,1
Lasan Kromah,Guard,4,78,201,26.4,25.0227,9.51515,3.62879,1.81818,1.4697,0.401515,1.90909,1.90909,0
John Flowers,Forward,4,79,215,34.25,18.0511,5.20438,3.55474,1.12409,0.547445,1.10949,0.905109,2.11679,0
Pat Calathes,Guard,2,82,205,30.5,32.2787,15.8525,7.2459,3.16393,0.868852,1.03279,2.57377,2.52459,0
Norris Cole,Guard,4,74,170,32.75,30.1832,14.7252,3.32061,3.40458,1.52672,0.0839695,2.0687,2.23664,1
DJ Thompson,Guard,1,68,170,15.5,32.871,15.5484,3.06452,4.96774,2.48387,0.0322581,3.06452,2.09677,0
Brad Wanamaker,Guard,4,76,210,31.5,24.0476,8.38095,4.03968,3.42857,0.97619,0.253968,1.93651,2.16667,0
Micheal Eric,Forward,4,83,240,23.75,17.2316,6.16842,4.72632,0.673684,0.252632,1.14737,1.17895,1.97895,0
Brandon Edwards,Forward,4,78,224,31.25,23.88,8.568,6.712,0.576,0.56,1.04,1,2.2,0
Tomas Sanchez,Guard,2,75,185,29,35.6724,12.7931,3.06897,4.06897,1.65517,0.0689655,2.93103,1.86207,0
Trey Zeigler,Guard,4,77,203,31.75,27.2677,11.6614,4.58268,1.97638,0.88189,0.551181,2.22047,2.40945,0
Chris Davenport,Forward,4,80,215,32,25.7109,10.5703,6.44531,2.61719,0.6875,1.19531,2.89844,2.64844,0
Willie Reed,Forward,2,81,220,32.5,25,10.3846,6.38462,0.507692,0.492308,1.70769,1.49231,2.47692,0
D.J. Irving,Guard,4,72,165,32,32.2422,11.375,3.09375,3.66406,1.13281,0.0546875,2.25,2.16406,0
Chris Braswell,Forward,4,81,227,30.5,26.0082,12.0082,7.11475,1.16393,0.827869,0.827869,2.51639,2.87705,0
Ian Miller,Guard,4,75,198,26.75,21.9533,9.13084,1.98131,1.80374,0.82243,0.0280374,1.80374,1.71963,0
Ronald Nored,Guard,4,72,177,35.25,28.9078,5.86525,3.38298,3.48936,1.4539,0.0496454,2.29787,2.56738,0
Kyle Cain,Forward,3,79,210,23,24.9891,9.54348,6.68478,0.847826,0.521739,0.25,1.66304,2.31522,0
Harrison Barnes,Forward,2,80,215,37.5,29.3067,16.3467,5.50667,1.28,0.906667,0.386667,1.94667,1.86667,1
Alex Kirk,Center,3,84,245,25.25,25.2673,10,6.78218,0.633663,0.356436,1.66337,1.30693,2.26733,0
Sharaud Curry,Guard,4,70,170,21.75,33.1954,14.2184,2.18391,3.85057,1.17241,0.0114943,2.52874,2,0
Darion Anderson,Guard,4,74,205,27.5,31.0909,13.1273,6.09091,2.83636,1.17273,0.118182,2.96364,2.18182,0
Deonta Vaughn,Guard,4,73,190,29.75,33.4118,14.7395,3.41176,3.87395,1.35294,0.0420168,2.78992,2.68908,0
Everage Richardson,Guard,2,75,185,19.5,22.6667,10.0769,3.17949,2.41026,1.61538,0.0512821,1.82051,1.53846,0
David Burrell,Guard,3,75,175,22.5,23.4111,5.12222,3.01111,2.48889,1.85556,0.244444,1.98889,2.52222,0
JaVale McGee,Forward,2,84,237,30.5,18.7049,8.72131,4.78689,0.377049,0.442623,1.78689,1.54098,2.09836,1
Kenneth Hall,Forward,4,79,210,30.5,12.3443,1.89344,2.40984,0.52459,0.213115,1.01639,0.590164,2.2377,0
Elliot Williams,Guard,2,77,180,32.5,25.2923,11.3846,3.15385,2.26154,1,0.0769231,1.90769,1.90769,1
Cinmeon Bowers,Forward,2,79,250,32,29.3281,11.3594,9.60938,1.4375,1.01562,0.515625,2.70312,2.48438,0
Brandon Hall,Guard,4,73,200,29.25,17.6154,1.96581,1.46154,2.02564,1.17094,0.042735,1.17949,1.88034,0
Chinemelu Elonu,Center,3,82,235,27.3333,13.9024,5.07317,4.41463,0.243902,0.195122,0.926829,1.10976,1.7439,1
Deshaun Thomas,Forward,3,79,215,37.6667,26.7876,14.4071,4.95575,0.884956,0.424779,0.230089,1.13274,1.41593,1
C.J. Reed,Guard,4,75,200,26,36.9692,15.6231,3.56154,4.16923,1.35385,0.0538462,3.10769,2.10769,0
J.J. Avila,Forward,4,79,246,28.75,31.4696,15.1391,6.8,2.84348,1.62609,0.478261,2.5913,2.66957,0
Billy Garrett Jr.,Guard,4,78,213,31.25,28.92,13.048,2.656,3.456,0.84,0.192,2.568,2.752,0
Golden Ingle,Guard,1,71,165,29,35.1379,11.3448,2.31034,5.93103,1.55172,0,3.41379,1.55172,0
Cervante Burrell,Guard,3,70,170,28.6667,26.814,10.2907,3.32558,3.84884,1.32558,0.0348837,2.89535,1.74419,0
Alex Abreu,Guard,3,71,175,32,26.3542,8.67708,2.23958,4.66667,1.38542,0.0625,2.55208,1.90625,0
Ryan Taylor,Forward,4,77,249,32,27.5469,13.8906,7.67969,2.28125,0.867188,0.953125,2.35156,3.48438,0
Keith Simmons,Guard,1,76,205,16,35.6875,16.8438,5.875,1.875,2.21875,0.6875,1.84375,2.3125,0
Chris Birrell,Guard,2,74,185,18,28.1296,5.7037,3.12963,2.7037,1.72222,0.222222,1.98148,2.07407,0
Franklin Session,Forward,1,74,175,31,30.5806,10.2258,5.83871,2.67742,1.77419,0.903226,2.6129,3.06452,0
Desharick Guidry,Forward,4,77,200,29,30.1983,11.6552,8.01724,1.06034,1.11207,0.456897,1.68103,2.9569,0
Isaac Wells,Forward,1,79,225,27,34.3704,16.2222,8.59259,2.25926,0.962963,1.03704,3.33333,2.07407,0
Quincy Acy,Forward,4,79,224,34,24.9706,9.68382,5.93382,0.617647,0.698529,1.25,1.58824,2.55882,1
David Holston,Guard,3,68,160,28.6667,33.7674,21.6047,3.36047,5.06977,2.30233,0.0581395,3.53488,2.33721,0
Derrick Walton Jr,Guard,4,73,190,31.75,31.6457,11.5827,4.4252,3.90551,1.14961,0.0472441,1.75591,1.77953,0
Mike Davis,Forward,4,81,225,32.75,27.1985,9.32824,6.64122,1.21374,0.587786,0.633588,1.21374,1.83206,0
Ryan Toolson,Guard,3,76,0,19.25,33.4156,20.8312,2.84416,2.63636,0.935065,0.155844,2.14286,1.27273,0
Garret Covington,Guard,4,77,195,28,33.6071,16.9286,4.1875,2.33036,0.919643,0.151786,2.41071,1.61607,0
Devin Williams,Forward,3,81,255,34,24.5588,11.1176,8.30392,1.16667,0.676471,0.215686,2.02941,2.79412,0
Maodo Lo,Guard,4,75,190,30.25,30.3967,14.5124,3.56198,2.18182,1.49587,0.421488,1.94215,2.20661,0
Nathan Boothe,Center,4,81,250,31.75,27.6693,11.7402,6.10236,1.9685,0.716535,1.19685,1.45669,3.22047,0
DeAngelo Casto,Forward,3,80,255,32,24.3854,9.03125,5.90625,0.65625,0.760417,1.67708,1.79167,2.41667,0
Anthony Newell,Forward,3,77,205,20,32.05,13.85,8.15,1.2,0.75,0.3,1.73333,2.9,0
Randy Berry,Forward,4,81,225,28.25,23.8761,5.95575,5.79646,0.646018,0.336283,0.654867,1.19469,2.89381,0
Chris Evans,Forward,3,80,220,31,21.8925,10.3441,5.06452,1.11828,1.24731,0.709677,1.5914,1.84946,0
Jared Berggren,Forward,4,82,235,23.8,19.1261,7.15966,3.84034,0.588235,0.445378,1.21008,0.882353,1.56303,0
Mike Smith,Guard,5,78,225,25.6,29.4609,12.9766,5.64844,1.82031,1,0.414062,1.98438,3.05469,0
Ben Simmons,Forward,1,82,240,33,34.8788,19.1515,11.7576,4.78788,1.9697,0.818182,3.36364,2.78788,1
Jamel Waters,Guard,4,69,160,31,31.4032,12.3145,3.45161,4.66935,1.80645,0.0887097,2.3871,2.23387,0
Kavon Stewart,Guard,4,72,190,31.75,27.189,7.83465,2.50394,3.96063,1.5748,0.0314961,2.86614,2.13386,0
Lenny Daniel,Forward,2,80,205,30.5,27.4262,14.1148,8.65574,0.590164,0.491803,1.34426,2.2623,2.86885,0
James Florence,Guard,4,73,186,27,33.3611,19.2778,3.69444,3.65741,1.82407,0.287037,4.05556,2.99074,0
Joe Alexander,Forward,2,80,230,34,28.5,13.6324,5.36765,2.20588,0.558824,1.19118,1.98529,2.47059,1
Darius Theus,Guard,4,75,200,36.5,21.0822,5.20548,1.60959,3.15753,1.61644,0.191781,1.61644,2.16438,0
JR Coronado,Forward,2,80,245,34,21.1324,4.82353,6.86765,0.5,0.294118,0.647059,0.970588,2.07353,0
Ronnie Drinnon,Forward,4,79,225,28.75,26.1304,8.44348,6.9913,1.13913,0.826087,0.382609,1.25217,2.52174,0
Tyran de Lattibeaudiere,Forward,1,78,210,15,29.7667,13.4,7.73333,1.56667,1.33333,2.1,3.13333,3.3,0
Reggie Lynch,Center,3,82,260,25,21.84,8.75,5.43,0.31,0.58,3.03,1.58,3.6,0
Olivier Hanlan,Guard,3,76,190,32.3333,35.9897,17.7835,3.93814,3.1134,1.07217,0.0515464,2.43299,2.2268,1
Yogi Ferrell,Guard,4,72,178,34.25,32.8175,14.4964,3.18978,4.60584,0.832117,0.0729927,2.27007,1.67153,0
Obie Nwadike,Forward,1,76,224,14,35.1429,14.8214,10.8929,1.39286,1,0.0357143,2.42857,3.21429,0
Juvonte Reddic,Forward,4,81,250,35.75,23.3496,10.0559,6.24476,0.531469,1.11888,0.86014,1.46853,2.24476,0
D.J. Rivera,Forward,3,76,190,24.3333,25.726,11.3151,3.91781,1,1.42466,0.328767,1.32877,2.19178,0
Noah Dahlman,Forward,4,78,215,31,28.4758,15.8629,6.08065,0.766129,0.717742,0.330645,1.15323,1.90323,0
Johnny Hill,Guard,4,75,180,23.4,19.0256,5.95726,2.90598,2.31624,0.923077,0.136752,1.5641,1.87179,0
James Miller,Guard,4,76,185,20.75,25.0602,11.2048,2.90361,1.21687,1.12048,0.325301,2.27711,2.37349,0
KJ McDaniels,Forward,3,78,200,31.3333,24.3298,11.0106,4.79787,0.904255,0.882979,1.8617,1.47872,1.78723,0
Kasey Hill,Guard,4,73,175,34.25,26.1168,7.93431,2.40146,3.86131,1.32847,0.211679,2.21898,2.21168,0
Ramel Bradley,Guard,2,74,176,30,33.8167,14.4667,3.98333,3.61667,1.46667,0.233333,2.95,2.35,0
Jahmar Young,Guard,3,77,180,21,31.0119,16.9524,3.21429,2.66667,1.10714,0.178571,2.19048,2.35714,0
Anthony Randolph,Forward,1,82,210,27,33.1852,15.7778,8.48148,1.07407,1.03704,2.14815,2.92593,2.74074,1
James Johnson,Forward,2,81,245,29,29.8966,14.7241,8.27586,1.58621,1.32759,1.43103,2.53448,3.08621,1
Terry Tarpey,Guard,4,77,210,31.25,25.128,7.568,6.456,2.16,1.368,0.952,1.432,1.808,0
Sam Pearson,Guard,2,74,215,19.6667,19.678,5.28814,1.66102,2.22034,0.677966,0.0338983,2.18644,1.9322,0
Fernando  Johnson,Center,1,81,230,22,22.0455,4.54545,6.63636,0.318182,0.272727,2,0.909091,3,0
Arron Afflalo,Guard,1,77,215,35,33.1143,17.1143,2.82857,1.85714,0.571429,0.228571,1.77143,1.82857,1
Ryan Harrow,Guard,4,74,160,24,29.4083,14.1,2.36667,3.55,1.06667,0.108333,1.75833,1.63333,0
Austin McBroom,Guard,4,69,165,32.5,26.8538,11.4769,2.01538,2.41538,0.846154,0.0230769,1.83077,1.5,0
Todd Abernethy,Guard,1,73,190,15.5,34.3226,11.5484,3.03226,5.64516,1.16129,0.0645161,1.96774,1.6129,0
